route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
49,26FE23-CPBlock-Weekday-11,29515548,49A E Mcdowell To Streetsville Go,,0,2769304,490062,1,1
28,26FE23-CPBlock-Weekday-11,29515549,28 N Confederation To City Centre,,0,2769386,280136,1,1
49,26FE23-CPBlock-Weekday-11,29515550,49A E Mcdowell To Streetsville Go,,0,2769278,490062,1,1
49,26FE23-CPBlock-Weekday-11,29515551,49A W Mcdowell To Churchill Meadows,,1,2769428,490070,1,1
45,26FE23-CPBlock-Weekday-11,29515552,45 N Winston Churchill To Meadowvale,,0,2769184,450204,1,1
36,26FE23-CPBlock-Weekday-11,29515553,36 S Ridgeway To South Common,,1,2769488,360041,1,1
28,26FE23-CPBlock-Weekday-11,29515554,28 S Confederation To Trillium,,1,2769383,280134,1,1
304,26FE23-CPBlock-Weekday-11,29515632,304 W Father Goetz Ss To School,,1,2769232,3040015,1,1
321,26FE23-CPBlock-Weekday-11,29515633,321 N  Stephen Lewis Ss To Joan Of Arc Ss,,0,2769190,3210028,1,1
321,26FE23-CPBlock-Weekday-11,29515634,321 N  Stephen Lewis Ss To Joan Of Arc Ss,,0,2769191,3210028,1,1
315,26FE23-CPBlock-Weekday-11,29515635,315 S Rick Hansen Ss To City Centre,,1,2769446,3150021,1,1
321,26FE23-CPBlock-Weekday-11,29515636,321 S Stephen Lewis Ss To Artesian,,1,2769270,3210027,1,1
321,26FE23-CPBlock-Weekday-11,29515637,321 S Stephen Lewis Ss To Artesian,,1,2769105,3210029,1,1
313,26FE23-CPBlock-Weekday-11,29515638,313 N Streetsville Ss To Meadowvale,,0,2769163,3130015,1,1
314,26FE23-CPBlock-Weekday-11,29515639,314 S Rick Hansen Ss To School,,1,2769516,3140028,1,1
314,26FE23-CPBlock-Weekday-11,29515640,314 N Rick Hansen Ss To Bristol,,0,2769387,3140029,1,1
302,26FE23-CPBlock-Weekday-11,29515641,302 W Philip Pocock Ss To City Centre,,1,2769379,3020024,1,1
13,26FE23-CPBlock-Weekday-11,29515642,13 S Glen Erin To Clarkson Go,,1,2769248,130139,1,1
315,26FE23-CPBlock-Weekday-11,29515643,315 N Rick Hansen Ss To School,,0,2769172,3150022,1,1
307,26FE23-CPBlock-Weekday-11,29515644,307 E Philip Pocock Ss To Kipling Terminal,,0,2769464,3070032,1,1
4,26FE23-CPBlock-Weekday-11,29515645,4 W North Service Road To Cooksville Go,,1,2769202,40190,1,1
4,26FE23-CPBlock-Weekday-11,29515646,4 E North Service Road To Sherway Gardens,,0,2769389,40199,1,1
306,26FE23-CPBlock-Weekday-11,29515647,306 S Streetsville Ss To Mavis,,1,2769305,3060013,1,1
2,26FE23-CPBlock-Weekday-11,29515648,2 N Hurontario To City Centre,,0,2769301,20022,1,1
8,26FE23-CPBlock-Weekday-11,29515649,8 N Cawthra To City Centre,,0,2769453,80241,1,1
13,26FE23-CPBlock-Weekday-11,29515650,13 N Glen Erin To Meadowvale,,0,2769195,130137,1,1
13,26FE23-CPBlock-Weekday-11,29515651,13 N Glen Erin To Meadowvale,,0,2769196,130140,1,1
2,26FE23-CPBlock-Weekday-11,29515652,2 S Hurontario To Port Credit Go,,1,2769224,20019,1,1
36,26FE23-CPBlock-Weekday-11,29515653,36 N Ridgeway To Winston Churchill Station,,0,2769168,360044,1,1
36,26FE23-CPBlock-Weekday-11,29515654,36 S Ridgeway To South Common,,1,2769169,360041,1,1
29,26FE23-CPBlock-Weekday-11,29515655,29 S Park Royal To Clarkson Go,,1,2769191,290117,1,1
29,26FE23-CPBlock-Weekday-11,29515656,29 N Park Royal To South Common,,0,2769198,290118,1,1
36,26FE23-CPBlock-Weekday-11,29515657,36 N Ridgeway To Winston Churchill Station,,0,2769277,360044,1,1
8,26FE23-CPBlock-Weekday-11,29515658,8 N Cawthra To City Centre,,0,2769241,80245,1,1
8,26FE23-CPBlock-Weekday-11,29515659,8 N Cawthra To City Centre,,0,2769462,80241,1,1
46,26FE23-CPBlock-Weekday-11,29515660,46 S Tenth Line To Erin Mills Station,,1,2769239,460044,1,1
302,26FE23-CPBlock-Weekday-11,29515661,302 W Philip Pocock Ss To City Centre,,1,2769471,3020024,1,1
2,26FE23-CPBlock-Weekday-11,29515662,2 S Hurontario To Port Credit Go,,1,2769509,20019,1,1
313,26FE23-CPBlock-Weekday-11,29515663,313 N Streetsville Ss To Meadowvale,,0,2769390,3130015,1,1
20,26FE23-CPBlock-Weekday-11,29515664,20 E Rathburn To Kipling Terminal,,0,2769452,200115,1,1
20,26FE23-CPBlock-Weekday-11,29515665,20 E Rathburn To Kipling Terminal,,0,2769276,200115,1,1
20,26FE23-CPBlock-Weekday-11,29515666,20 W Rathburn To City Centre,,1,2769302,200114,1,1
3,26FE23-CPBlock-Weekday-11,29515667,3 W Bloor To City Centre,,1,2769449,30127,1,1
36,26FE23-CPBlock-Weekday-11,29515668,36 S Ridgeway To South Common,,1,2769170,360041,1,1
307,26FE23-CPBlock-Weekday-11,29515669,307 W Philip Pocock Ss To School,,1,2769176,3070033,1,1
313,26FE23-CPBlock-Weekday-11,29515670,313 S Streetsville Ss To School,,1,2769243,3130016,1,1
8,26FE23-CPBlock-Weekday-11,29515671,8 S Cawthra To Port Credit Go,,1,2769178,80246,1,1
6,26FE23-CPBlock-Weekday-11,29515672,6 E Credit Woodlands To City Centre,,0,2769282,60143,1,1
13,26FE23-CPBlock-Weekday-11,29515673,13 S Glen Erin To Clarkson Go,,1,2769247,130139,1,1
38,26FE23-CPBlock-Weekday-11,29515674,38 N Creditview To Meadowvale,,0,2769469,380285,1,1
38,26FE23-CPBlock-Weekday-11,29515675,38 S Creditview To Cooksville Go,,1,2769216,380284,1,1
10,26FE23-CPBlock-Weekday-11,29515676,10 S Bristol City Centre,,1,2769237,100198,1,1
10,26FE23-CPBlock-Weekday-11,29515677,10 N Bristol To Meadowvale,,0,2769230,100200,1,1
28,26FE23-CPBlock-Weekday-11,29515678,28 N Confederation To City Centre,,0,2769456,280133,1,1
46,26FE23-CPBlock-Weekday-11,29515679,46 N Tenth Line To Meadowvale,,0,2769385,460042,1,1
6,26FE23-CPBlock-Weekday-11,29515680,6 E Credit Woodlands To City Centre,,0,2769457,60143,1,1
23,26FE23-CPBlock-Weekday-11,29515681,23 W Lakeshore To Clarkson Go,,1,2769197,230096,1,1
2,26FE23-CPBlock-Weekday-11,29515682,2 N Hurontario To City Centre,,0,2769404,20021,1,1
28,26FE23-CPBlock-Weekday-11,29515683,28 S Confederation To Trillium,,1,2769515,280134,1,1
2,26FE23-CPBlock-Weekday-11,29515684,2 N Hurontario To City Centre,,0,2769503,20021,1,1
38,26FE23-CPBlock-Weekday-11,29515685,38 S Creditview To Cooksville Go,,1,2769303,380284,1,1
8,26FE23-CPBlock-Weekday-11,29515686,8 S Cawthra To Port Credit Go,,1,2769183,80246,1,1
8,26FE23-CPBlock-Weekday-11,29515687,8 N Cawthra To City Centre,,0,2769181,80242,1,1
8,26FE23-CPBlock-Weekday-11,29515688,8 N Cawthra To City Centre,,0,2769504,80241,1,1
8,26FE23-CPBlock-Weekday-11,29515689,8 S Cawthra To Port Credit Go,,1,2769250,80246,1,1
8,26FE23-CPBlock-Weekday-11,29515690,8 S Cawthra To Port Credit Go,,1,2769182,80246,1,1
14,26FE23-CPBlock-Weekday-11,29515691,14A W Lorne Park To Clarkson Go,,1,2769468,140057,1,1
14,26FE23-CPBlock-Weekday-11,29515692,14 W Lorne Park To Clarkson Go,,1,2769231,140058,1,1
46,26FE23-CPBlock-Weekday-11,29515693,46 N Tenth Line To Meadowvale,,0,2769461,460033,1,1
312,26FE23-CPBlock-Weekday-11,29515694,312 E Glenforest Ss To School,,0,2769508,3120015,1,1
312,26FE23-CPBlock-Weekday-11,29515695,312 W Glenforest Ss To City Centre,,1,2769463,3120014,1,1
315,26FE23-CPBlock-Weekday-11,29515696,315 S Rick Hansen Ss To City Centre,,1,2769233,3150021,1,1
321,26FE23-CPBlock-Weekday-11,29515697,321 S Stephen Lewis Ss To Artesian,,1,2769162,3210027,1,1
57,26FE23-CPBlock-Weekday-11,29515698,57 W Courtneypark To Sheridan College,,1,2769165,570152,1,1
13,26FE23-CPBlock-Weekday-11,29515699,13 S Glen Erin To Clarkson Go,,1,2769246,130139,1,1
14,26FE23-CPBlock-Weekday-11,29515700,14 E Lorne Park To Port Credit Go,,0,2769264,140056,1,1
14,26FE23-CPBlock-Weekday-11,29515701,14 E Lorne Park To Port Credit Go,,0,2769502,140056,1,1
6,26FE23-CPBlock-Weekday-11,29515702,6 W Credit Woodlands To Westdale,,1,2769424,60142,1,1
8,26FE23-CPBlock-Weekday-11,29515703,8 S Cawthra To Port Credit Go,,1,2769505,80246,1,1
10,26FE23-CPBlock-Weekday-11,29515704,10 S Bristol City Centre,,1,2769326,100201,1,1
46,26FE23-CPBlock-Weekday-11,29515705,46 N Tenth Line To Meadowvale,,0,2769460,460042,1,1
110,26FE23-CPBlock-Weekday-11,29515707,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515708,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515709,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515710,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515711,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515712,110 N Express University Exp,,0,2769173,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515713,110 Express University Exp,,1,2769173,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515714,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515715,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515716,110 Express University Exp,,1,2769173,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515717,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515718,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515719,110 Express University Exp,,1,2769173,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515720,110 N Express University Exp,,0,2769173,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515721,110 N Express University Exp,,0,2769173,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515722,110 Express University Exp,,1,2769173,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515723,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515724,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515725,110 Express University Exp,,1,2769285,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515726,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515727,110 N Express University Exp,,0,2769285,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515728,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515729,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515730,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515731,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515732,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515733,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515734,110 Express University Exp,,1,2769285,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515735,110 N Express University Exp,,0,2769285,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515736,110 Express University Exp,,1,2769285,1100147,1,1
110,26FE23-CPBlock-Weekday-11,29515737,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515738,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515739,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515740,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515741,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515742,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515743,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515744,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515745,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515746,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515747,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515748,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515749,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515750,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515751,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515752,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515753,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515754,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515755,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515756,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515757,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515758,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515759,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515760,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515761,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515762,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515763,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515764,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515765,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515766,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515767,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515768,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515769,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515770,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515771,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515772,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515773,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515774,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515775,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515776,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515777,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515778,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515779,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515780,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515781,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515782,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515783,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515784,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515785,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515786,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515787,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515788,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515789,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515790,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515791,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515792,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515793,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515794,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515795,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515796,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515797,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515798,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515799,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515800,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515801,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515802,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515803,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515804,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515805,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515806,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515807,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515808,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515809,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515810,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515811,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515812,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515813,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515814,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515815,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515816,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515817,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515818,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515819,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515820,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515821,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515822,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515823,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515824,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515825,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515826,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515827,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515828,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515829,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515830,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515831,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515832,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515833,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515834,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515835,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515836,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515837,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515838,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515839,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515840,110A S Express University Exp,,1,2769176,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515841,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515842,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515843,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515844,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515845,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515846,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515847,110 N Express University Exp,,0,2769285,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515848,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515849,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515850,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515851,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515852,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515853,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515854,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515855,110A N Express University Exp,,0,2769176,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515856,110A S Express University Exp,,1,2769228,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515857,110A N Express University Exp,,0,2769228,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515858,110A S Express University Exp,,1,2769229,1100153,1,1
110,26FE23-CPBlock-Weekday-11,29515859,110A N Express University Exp,,0,2769229,1100151,1,1
110,26FE23-CPBlock-Weekday-11,29515860,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515861,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515862,110 S Express University Exp,,1,2769285,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515863,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515864,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515865,110 N Express University Exp,,0,2769172,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515866,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515867,110 N Express University Exp,,0,2769173,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515868,110 N Express University Exp,,0,2769174,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515869,110 S Express University Exp,,1,2769174,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515870,110 S Express University Exp,,1,2769175,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515871,110 N Express University Exp,,0,2769175,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515872,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515873,110 S Express University Exp,,1,2769173,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515874,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515875,110 N Express University Exp,,0,2769172,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515876,110 S Express University Exp,,1,2769172,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515877,110 N Express University Exp,,0,2769174,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515878,110 N Express University Exp,,0,2769175,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515879,110 N Express University Exp,,0,2769172,1100155,1,1
110,26FE23-CPBlock-Weekday-11,29515880,110 S Express University Exp,,1,2769171,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515881,110 N Express University Exp,,0,2769171,1100152,1,1
110,26FE23-CPBlock-Weekday-11,29515882,110 S Express University Exp,,1,2769172,1100154,1,1
110,26FE23-CPBlock-Weekday-11,29515883,110 S Express University Exp,,1,2769173,1100154,1,1
126,26FE23-CPBlock-Weekday-11,29515884,126 W Express Burnhamthorpe Exp,,1,2769162,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515885,126 E Express Burnhamthorpe Exp,,0,2769162,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515886,126 E Express Burnhamthorpe Exp,,0,2769391,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515887,126 W Express Burnhamthorpe Exp,,1,2769162,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515888,126 W Express Burnhamthorpe Exp,,1,2769391,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515889,126 E Express Burnhamthorpe Exp,,0,2769391,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515890,126 E Express Burnhamthorpe Exp,,0,2769162,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515891,126 W Express Burnhamthorpe Exp,,1,2769170,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515892,126 E Express Burnhamthorpe Exp,,0,2769170,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515893,126 W Express Burnhamthorpe Exp,,1,2769170,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515894,126 E Express Burnhamthorpe Exp,,0,2769170,1260012,1,1
126,26FE23-CPBlock-Weekday-11,29515895,126 W Express Burnhamthorpe Exp,,1,2769146,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515896,126 W Express Burnhamthorpe Exp,,1,2769147,1260013,1,1
126,26FE23-CPBlock-Weekday-11,29515897,126 E Express Burnhamthorpe Exp,,0,2769146,1260012,1,1
